,average_price,rvwap_5,upper_band_rvwap_5,lower_band_rvwap_5,rmin_low_5,rmax_high_5,slope_lower_band_rvwap_5_5,slope_upper_band_rvwap_5_5,racc_close_5,aqr_momo_close_5,racc_average_price_5,aqr_momo_average_price_5,racc_rvwap_5_5,aqr_momo_rvwap_5_5,rvol_close_5,rvol_average_price_5,rsi_close_5,rsi_average_price_5,racorr_close_5,racorr_average_price_5,rvwap_9,upper_band_rvwap_9,lower_band_rvwap_9,rmin_low_9,rmax_high_9,slope_lower_band_rvwap_9_9,slope_upper_band_rvwap_9_9,racc_close_9,aqr_momo_close_9,racc_average_price_9,aqr_momo_average_price_9,racc_rvwap_9_9,aqr_momo_rvwap_9_9,rvol_close_9,rvol_average_price_9,rsi_close_9,rsi_average_price_9,racorr_close_9,racorr_average_price_9,rvwap_15,upper_band_rvwap_15,lower_band_rvwap_15,rmin_low_15,rmax_high_15,slope_lower_band_rvwap_15_15,slope_upper_band_rvwap_15_15,racc_close_15,aqr_momo_close_15,racc_average_price_15,aqr_momo_average_price_15,racc_rvwap_15_15,aqr_momo_rvwap_15_15,rvol_close_15,rvol_average_price_15,rsi_close_15,rsi_average_price_15,racorr_close_15,racorr_average_price_15,rvwap_30,upper_band_rvwap_30,lower_band_rvwap_30,rmin_low_30,rmax_high_30,slope_lower_band_rvwap_30_30,slope_upper_band_rvwap_30_30,racc_close_30,aqr_momo_close_30,racc_average_price_30,aqr_momo_average_price_30,racc_rvwap_30_30,aqr_momo_rvwap_30_30,rvol_close_30,rvol_average_price_30,rsi_close_30,rsi_average_price_30,racorr_close_30,racorr_average_price_30,rvwap_40,upper_band_rvwap_40,lower_band_rvwap_40,rmin_low_40,rmax_high_40,slope_lower_band_rvwap_40_40,slope_upper_band_rvwap_40_40,racc_close_40,aqr_momo_close_40,racc_average_price_40,aqr_momo_average_price_40,racc_rvwap_40_40,aqr_momo_rvwap_40_40,rvol_close_40,rvol_average_price_40,rsi_close_40,rsi_average_price_40,racorr_close_40,racorr_average_price_40,rvwap_80,upper_band_rvwap_80,lower_band_rvwap_80,rmin_low_80,rmax_high_80,slope_lower_band_rvwap_80_80,slope_upper_band_rvwap_80_80,racc_close_80,aqr_momo_close_80,racc_average_price_80,aqr_momo_average_price_80,racc_rvwap_80_80,aqr_momo_rvwap_80_80,rvol_close_80,rvol_average_price_80,rsi_close_80,rsi_average_price_80,racorr_close_80,racorr_average_price_80,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,ma_3mean,ma_6mean,ma_9mean
2023-11-01 15:00:00,63.27,63.62470052320988,63.70432991660738,63.545071129812385,63.14,63.89,-5.7539410807017126e-05,5.66126875370723e-05,0.01206127659682413,0.001989759578058243,0.009707072494880016,0.0036162041470565293,0.001750261842534469,2.0361079850683185e-05,0.006990343503488847,0.005921113469222318,29.0,29.0,-0.5889588743300235,-0.43212527082000146,63.64817242113842,64.30559103883755,62.99075380343928,63.14,63.89,6.64650073593431e-05,-0.0003356339145567044,0.008843939376315882,0.04749197862888098,0.008016925012174646,0.014578425742218277,0.0008194276293232765,0.3653659758058866,0.005260501507594041,0.004608376905792865,39.0,39.0,-0.46676966300227934,-0.4363416756532115,63.21824717954158,63.9348721056998,62.50162225338335,62.34,63.89,-0.00010900473279012472,0.00031205615480567393,0.008184309130713304,0.16364650202578476,0.007567739818495817,0.12191635259591448,0.0006210428882333274,0.3238509749548195,0.005588667781369007,0.0053354004683277955,47.0,47.0,-0.13098738519688619,-0.061621102376787786,62.763241717275335,63.60737736147721,61.91910607307346,61.86,63.89,0.00010963121082694197,1.702518252756452e-05,0.006942896000394743,0.004070845463119381,0.005999814649889328,0.01900156668192888,0.0005489000581848262,0.6459877252924981,0.00490709709497936,0.00451484032021241,50.0,50.0,-0.026776150317778673,0.09073949251726782,63.03458353331919,63.89932702001698,62.1698400466214,61.86,64.14,-4.4638222575723086e-05,3.685968627337884e-05,0.006690467268104783,0.0035812057319409567,0.005947782690747212,0.006182466560239799,0.0004001528591255635,0.006170247661090199,0.004927820591891629,0.004568513250591573,50.0,50.0,0.06502446171954629,0.15519272905033007,63.542277845783644,65.02572036265065,62.05883532891664,61.86,65.46,1.00397948270532e-06,-3.069677369238549e-05,0.007444298201291351,0.00017415451298881978,0.006601040491329241,5.117521923518225e-07,0.00024571027985591823,0.6557705291151148,0.005135144722549456,0.0047729276368352015,51.0,51.0,-0.059791131026233006,0.03517288485736292,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0012537219871493477,0.0014124293785311437,0.0,-0.0009407337723424947,0.0026725357648169634,0.009201967317150617,0.006226053639846851,-0.0018865946965727076,-0.0004972910723165525,0.0008733777009206634
2023-11-01 16:00:00,63.02,63.51759858795276,63.653970206636814,63.38122696926871,63.02,63.73,-0.0012305480350160098,0.0009234905095022229,0.012341494590011102,0.2156475225986151,0.009792334842471304,0.2697745254075736,0.0017458645570996043,0.03302952277025227,0.006751473994036086,0.005986909085345189,24.0,24.0,-0.4657749867299443,-0.2891715724666908,63.59765405879468,64.17054566749636,63.024762450093,63.02,63.89,-5.7150904996831576e-06,-0.0005949060336586004,0.008837964985536325,0.050790509768057754,0.007498318435760883,0.10854564913593326,0.0010034246298084807,0.46376367849388106,0.005100344573697141,0.004551525049670746,36.0,36.0,-0.47657968737735346,-0.30261794033750544,63.27068625078578,64.02327634881765,62.51809615275391,62.5,63.89,-0.00020174340775759434,0.0002829887231591811,0.008260921311235129,0.09421226030995285,0.007555600188722683,0.1224589263173604,0.0006240726904341552,0.08486174712981795,0.005634552513932313,0.005480097544026022,44.0,44.0,-0.09717680266272719,0.006787805380362278,62.772489464460335,63.5492147420587,61.99576418686197,61.86,63.89,0.00012265534915681533,-1.536555954350833e-08,0.00696527491790649,5.7638603552623935e-05,0.005987280219513633,0.0005160974624640949,0.0005418443413041721,0.6320878705486849,0.004906978985018968,0.00456305351871994,49.0,49.0,-0.015297576730303877,0.11479754228692732,63.03959318668243,63.90561954087912,62.17356683248574,61.86,64.14,-3.982329354899611e-05,3.818589915787965e-05,0.006695086149474664,0.027396094685798754,0.005862296083968855,0.03262159906401545,0.0003981647851227598,6.119321095697309e-05,0.004931082332535195,0.0046006558640863515,49.0,49.0,0.0582352033436634,0.14954871376666354,63.53554970105475,64.98012519421742,62.090974207892074,61.86,65.46,1.1721768683663336e-06,-3.1388896197935705e-05,0.007459276615174998,0.00035761602582233234,0.0066009759646629175,0.000426704125622601,0.0002451415541331053,0.6686713739539277,0.005139046370454584,0.004791807731936913,50.0,50.0,-0.05446122615072015,0.04707160967327983,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0012537219871493477,0.0014124293785311437,0.0,-0.0009407337723424947,0.0026725357648169634,0.009201967317150617,-0.0004200357030347268,-0.001518801717817042,-0.0008202586432574099
2023-11-03 10:00:00,62.855000000000004,63.403696413643814,63.604751110977446,63.20264171631018,62.81,63.73,-0.0021489280427572583,0.00047803247985847,0.010784399355460923,0.03959734398102866,0.009137959375590867,0.02498998515503185,0.0014921016511320329,0.7479119991248866,0.005294960771110243,0.005233456471664099,17.0,17.0,-0.019870090335447642,0.1494105351694915,63.52512941696899,63.99103860203577,63.0592202319022,62.81,63.89,-9.018583354007749e-05,-0.0008360897772970626,0.008771825105386448,0.053352911732122935,0.007276649568496119,0.05253040237117599,0.0009563486682450974,0.619528125252167,0.005140288410746067,0.004532908893642075,29.0,29.0,-0.4688692597007265,-0.24467739609714934,63.334783838993765,64.1029355621589,62.56663211582862,62.55,63.89,-0.00024019827459966409,0.00024885738668838705,0.007954344976972422,0.20215749409276224,0.007509905480932283,0.11589478378559329,0.0006150162991089877,0.0026849569354431514,0.005189494890922035,0.00538601634290745,39.0,39.0,-0.009866449651585826,0.003513329996724263,62.773527651975265,63.48704484628794,62.06001045766259,61.86,63.89,0.0001346307253610273,-1.076895479060533e-05,0.006969990134185276,0.00926159054369928,0.005976168831100776,0.008594771175559922,0.0004976044363041148,0.6379435855096719,0.004929508667961481,0.0045206991772327515,46.0,46.0,-0.020829968892502087,0.09452514340588361,63.03541084261374,63.900407751673605,62.17041393355388,61.86,64.14,-3.436358267479885e-05,3.932272418328316e-05,0.006483422649409343,0.02206977931749714,0.005620137561619456,0.028856024620930457,0.00039844109600985916,0.0046001459137646255,0.004569346436933148,0.004155037318686362,47.0,47.0,0.056177611812883506,0.17427854580894153,63.52815540794883,64.93298845638958,62.12332235950808,61.86,65.46,1.7143825091375971e-06,-3.165198932761757e-05,0.007460566912031212,0.00015365100204801812,0.006601372870094557,0.00015380863888408565,0.0002450277438317405,0.6651969801860298,0.005151310780328149,0.004799572752196358,49.0,49.0,-0.05391856173049102,0.053204924175644014,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0012537219871493477,0.0014124293785311437,0.0,-0.0009407337723424947,0.0026725357648169634,-0.0036243302867947635,-0.002071859428271816,-0.0013274645427233667
2023-11-03 12:00:00,63.03,63.34821456037607,63.61089086580251,63.08553825494963,62.81,63.73,-0.0008681589167972347,0.0005121526434530564,0.007587704010566158,1.8245411111851344,0.005688467314833414,1.7435114421204023,0.0013536375181025732,0.10186211014143871,0.004574700055237615,0.0031981812929340217,49.0,49.0,-0.07193372113900633,0.043314577322207885,63.45906734947775,63.80597124224036,63.11216345671514,62.81,63.89,-0.00010714585158058536,-0.0009678182642472417,0.009349263688260997,0.03592264139749715,0.007271714661943834,0.002701233752306677,0.0009704389687918601,0.6899710264435156,0.005734729328391474,0.0045736125242473915,46.0,46.0,-0.43564453661184427,-0.29894735712982917,63.36251147348773,64.12429667003359,62.60072627694186,62.55,63.89,-0.0002513130173453713,0.00018162194735876045,0.007667112232919872,0.1233133519891999,0.007650599656685254,0.16887150007782858,0.0006100313415714921,0.05314678712503437,0.005343713445099676,0.005360662046214631,48.0,48.0,-0.07519101055697926,0.029399418294091113,62.778562503752475,63.42713844546645,62.1299865620385,61.86,63.89,0.00014424723513426272,-1.829011836113753e-05,0.00716154091253408,0.0002249771496520459,0.006049426314834079,0.0021478441334579165,0.0004866599931617164,0.6493594535374482,0.00496027193629037,0.004421203975082268,50.0,50.0,-0.04333647361001044,0.0952579866719883,63.00079330883669,63.86335243805556,62.138234179617825,61.86,64.14,-3.074037242403444e-05,3.8422535756758265e-05,0.006431570665587876,0.04961517166466797,0.005392180990903259,0.048859674138793864,0.0004042524909501407,0.009934771049566688,0.0046808258792920806,0.004182245208904487,50.0,50.0,0.02982241431509524,0.1590857703948927,63.52071449355943,64.88639986857218,62.155029118546686,61.86,65.46,2.1847268906938538e-06,-3.187281381573517e-05,0.007452245104329731,0.00016469711661594438,0.006608123894317609,6.548327794358011e-07,0.0002405155806357647,0.6618576916889383,0.005065735304520935,0.004787250472427762,50.0,50.0,-0.03381707266004331,0.04977154147297217,-0.003332275468105328,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0012537219871493477,0.0014124293785311437,0.0,-0.0009407337723424947,-0.0037956666139491446,-0.0028382959711964473,-0.0015915768854064538
2023-11-03 15:00:00,63.114999999999995,63.176382159411276,63.5170042870246,62.83576003179795,62.81,63.4,-0.00031894132238203805,-0.00011885660342700875,0.006793920812964343,0.09009942080978692,0.0036727792185709636,1.2710655641430333,0.001084159860674069,0.13144065228355173,0.00453724711170825,0.003568746234297427,53.0,53.0,-0.18865122115011304,0.40099820374657746,63.37985576482325,63.62519396479282,63.134517564853674,62.81,63.89,-0.00011694915995545204,-0.0009016755425226814,0.009783481945728305,0.08032022174017628,0.007236577171301241,0.047918052704858514,0.000961162932300718,0.671908032239987,0.005675178179227808,0.004641673127050182,48.0,48.0,-0.5025908684839162,-0.23310229009964095,63.37635324419541,64.11382142955257,62.63888505883824,62.6,63.89,-0.0002591293819376733,6.491608981756178e-05,0.007976428302695142,0.08363289253560205,0.007290595566374753,0.10904610562017804,0.0005969740389123547,0.4604123641935427,0.005366149320691679,0.005158552903295246,49.0,49.0,-0.08506357259243348,0.08605097084866933,62.799398427339256,63.379623685043896,62.219173169634615,61.86,63.89,0.00015344909800681057,-2.2149162088252275e-05,0.007243327503288479,0.01524202510096399,0.005932254145396422,0.01081546577933068,0.0004881017149344837,0.6770364146706253,0.004978938783648118,0.004421673416766936,51.0,51.0,-0.054611604327279246,0.10728537394689466,62.975880731026564,63.83389322297509,62.117868239078035,61.86,64.05,-2.584353557964387e-05,3.812787059679748e-05,0.006561964771687109,0.030367231198983293,0.005397082887577153,0.04482923295858139,0.0004051306431605148,0.024107379857910113,0.004682688468282117,0.004184783852531581,51.0,51.0,0.022907015388260336,0.17291673677348784,63.508485694607884,64.83547683023298,62.181494558982784,61.86,65.46,2.517294809146493e-06,-3.212614558143401e-05,0.007272621363974128,0.00036626537800147035,0.006591575258511759,0.0005370821952404144,0.0002405881859048358,0.661014538998009,0.005022177219778429,0.00479024220382212,51.0,51.0,-0.02986175912727308,0.052494100738641684,0.006049992039484087,-0.003332275468105328,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0012537219871493477,0.0014124293785311437,0.0,0.00026459226332242736,-7.906596737228266e-05,-0.0009284400455459307
2023-11-06 09:00:00,63.28,63.083712125669294,63.43344527107532,62.73397898026327,62.81,63.62,0.00014888424657657516,-0.0003202193930911255,0.007878546324613414,0.7700981022534718,0.0024419647845378787,0.7670096055850681,0.0013571139806688372,0.02038995302017629,0.005539361404595587,0.003117147618614466,77.0,77.0,-0.3904686564298973,0.2649299387290107,63.32013184986117,63.54092916518626,63.09933453453608,62.81,63.73,-0.00021743191512563992,-0.0006358106835619782,0.010489371713049617,0.06415336469383931,0.007240411524700167,0.0007112421823794895,0.0009481100901093601,0.5823693996681133,0.006598249400487658,0.004803509652688874,65.0,65.0,-0.34439713128601424,-0.16201154464142045,63.40793467047159,64.09643780801218,62.719431532931,62.81,63.89,-0.0002130046035840519,-3.757630966928969e-05,0.008253393168379945,0.01820310976582893,0.0069345217370367605,0.0008605134053364827,0.0005834982174541077,0.7069894152280216,0.0056082176073470585,0.0051285455305751316,60.0,60.0,-0.23416593095785873,-0.0065763126600624664,62.8185884511899,63.32609978832299,62.311077114056815,61.86,63.89,0.00015214600005482114,-3.1055854270610556e-05,0.007392018596686024,0.0009905419198983187,0.005831561794389233,0.01032639580324245,0.0004882779856512177,0.65850128455087,0.005074280000542581,0.0043376794573357315,56.0,56.0,-0.08752648618822241,0.09799586515040952,62.913503592553745,63.7666552919089,62.06035189319859,61.86,64.05,-2.3621894208181493e-05,3.4687956747052014e-05,0.0067403177627636665,0.0764772616934446,0.005358281649027196,0.05930805978659855,0.0004153225209940848,0.01918693704913046,0.004874050967438605,0.00418861003997307,55.0,55.0,0.014431208420129432,0.18074528634212106,63.500287912524975,64.78907260088482,62.21150322416512,61.86,65.46,2.5912867764956963e-06,-3.2565783145829894e-05,0.007298026334038051,0.003004786768953923,0.006581773160656084,0.0014684315060874567,0.00024073172168488156,0.669789226938126,0.005110300819866886,0.00478613563631567,53.0,53.0,-0.03604297025463408,0.05403017349831101,-0.0020572875454976103,0.006049992039484087,-0.003332275468105328,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0012537219871493477,0.0014124293785311437,0.0002116178182203221,-0.0017132314180283714,-0.0013150511993267333
2023-11-06 11:00:00,63.665000000000006,63.05787604452547,63.36894355534773,62.746808533703216,62.81,63.7,0.0008523199679823175,-0.0003181012088970369,0.009363315437009521,0.0248543268570312,0.002575063879393522,0.6723267718777336,0.0012822230489478222,0.12517468484557262,0.005291862921592453,0.0031390740771184795,80.0,80.0,-0.6981385250224534,-0.05239712948165531,63.270241662755886,63.525061591579146,63.01542173393263,62.81,63.73,-0.0004157160524264968,-0.00035429204704249374,0.010076866586916335,0.49920003184834605,0.0067372425158273635,0.9951108364596641,0.0009613688770302228,0.506582504950411,0.005424045434931964,0.004526992358690577,67.0,67.0,-0.15026480920966712,0.3102003943992006,63.44515133538863,64.07021342328275,62.82008924749451,62.81,63.89,-0.0001109848520023545,-0.00013768088063760122,0.008518525265361301,0.04575698038226046,0.006536344451836035,0.09937129299141331,0.0005439121022689179,0.7071742641044919,0.005083089025279092,0.004215700442833538,61.0,61.0,-0.362138255640903,-0.09361667964246821,62.87947863042404,63.321343000335084,62.437614260512994,61.86,63.89,0.00015648633527813436,-2.9586392498264156e-05,0.007507651710298926,0.007037922488784144,0.005833624287494946,0.0033981176064068978,0.0004645954388778491,0.6674084514469749,0.005073452011816044,0.004434451598236369,57.0,57.0,-0.09893512119023459,0.10471291898057138,62.88570412610476,63.73206052489892,62.039347727310606,61.86,63.89,-1.8740864391060214e-05,3.3183236389432304e-05,0.006821389549806046,0.059559500140052575,0.005366765737122648,0.07523265660285053,0.0004243501140719846,0.03202777510351895,0.004858148658617539,0.004306841623115382,55.0,55.0,0.027786029109601457,0.1959492645460851,63.493519959638796,64.74354250821919,62.2434974110584,61.86,65.46,2.871667961040047e-06,-3.274126189798922e-05,0.007350939040536866,0.004075760278526659,0.006585328490189674,0.004856251942444119,0.00023826276077055063,0.6680778497124398,0.005109776138077648,0.004836573126277799,53.0,53.0,-0.03431154509337728,0.062166196626669425,0.008880431335236194,-0.0020572875454976103,0.006049992039484087,-0.003332275468105328,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0012537219871493477,0.004284354173278437,0.00023762376237623783,-0.0004740418210228414
2023-11-06 15:00:00,63.6525,63.184856576109595,63.41297724812201,62.95673590409718,62.87,63.7,0.002374737163859652,0.0006814080952582733,0.00930978990091118,0.0008411541598027231,0.004559575906678532,0.003155837587974923,0.0015702273366311552,1.4114046354775602,0.004568484422235433,0.002320118916238554,73.0,73.0,-0.6640390387515089,-0.4544163725814668,63.31248938734843,63.58679900012899,63.038179774567865,62.81,63.73,-0.0002934937956730319,0.00016268150597225397,0.007798553839133733,0.32540806864413335,0.004776200126901658,0.7920706980638202,0.0010622750759715078,0.023990824133946622,0.004747024024518813,0.003698541846927688,64.0,64.0,-0.07616558094374076,0.4993440069430522,63.44427208772467,63.99822639404268,62.89031778140666,62.81,63.89,-8.935604442256102e-06,-0.00022897504106530613,0.008360237599000727,0.04320086717299651,0.0062119342552725484,0.04716371699933944,0.0005185603846763348,0.7051903430017546,0.005032972195147291,0.004153616504767869,60.0,60.0,-0.36281998533512866,-0.06877993395441195,62.923825247414925,63.30268287710117,62.54496761772868,61.86,63.89,0.00015507679502209116,-3.0241926647281108e-05,0.007489826329084039,0.008723649953119531,0.005953982692251919,0.009265588252005616,0.0004583253214643007,0.6629173986819518,0.00502863246708176,0.004419141886757837,56.0,56.0,-0.1018906522199327,0.08912974951177775,62.871474997126406,63.708043641789104,62.03490635246371,61.86,63.89,-1.2988163057502603e-05,3.2213036032702346e-05,0.006743243461483901,0.039322148379705296,0.005443375150519099,0.04964309002879802,0.0004258354043921066,0.055612115410453,0.004817382551481569,0.0042816190918507305,55.0,55.0,0.003550484099220963,0.1772048243420686,63.489552631062175,64.70107241606568,62.278032846058665,61.86,65.46,3.035048987587709e-06,-3.296109158322719e-05,0.007345653136602312,0.002772451694168,0.006623426140173987,0.0030053423281864475,0.00023715903782139472,0.6696617571828545,0.00510613462529506,0.004835916934625838,53.0,53.0,-0.031482111671267674,0.06311632344588877,0.00015718327569946844,0.008880431335236194,-0.0020572875454976103,0.006049992039484087,-0.003332275468105328,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,-0.01048677414305843,0.0023173750460840914,0.0012934220251294981,0.0007201826804847933
2023-11-07 10:00:00,63.465,63.33399623651803,63.55111110951305,63.116881363523014,62.94,63.7,0.0015620406077490041,0.0012189064043821138,0.008381236260771434,0.27279566477362965,0.003746287444011268,0.3300538760044323,0.0015767489180793248,1.3208404675930066,0.005676032069067421,0.0033484724735583595,32.0,32.0,-0.16460328096947555,0.11601062892749057,63.278063369818724,63.562586130530825,62.993540609106624,62.81,63.7,-0.00020340337826711214,0.00048053153181866926,0.00734060696694797,0.014767917481599568,0.003801977451596901,0.07192689470546525,0.0010367758400513698,0.3367131290516053,0.005191268281590184,0.0038062136641162088,43.0,43.0,-0.14125532772364652,0.4288643421193204,63.430714770523394,63.917912128623676,62.94351741242311,62.81,63.89,6.135713845179165e-05,-0.0003242050922737199,0.008517798640091312,0.002221608325416274,0.006068116526175128,0.04243641080006981,0.000488775247903599,0.7408031844050559,0.0053170593844037405,0.004148080715991075,48.0,48.0,-0.33444065664781586,-0.03748863647441686,62.99404928539656,63.317833787970066,62.67026478282305,61.86,63.89,0.00015692277644395382,-2.4496750539403224e-05,0.007579674283062088,0.037772411788966995,0.005974294331252725,0.026723672946355425,0.0004608978055786242,0.6804960785897172,0.005222525321978634,0.004465823685444465,50.0,50.0,-0.08984994275663374,0.09128611161729279,62.87113205859151,63.694165941407945,62.04809817577508,61.86,63.89,-6.684445162825121e-06,3.187082971217038e-05,0.006837999612661971,0.008687450427754402,0.005452251374624093,0.029188922001142342,0.0004272327226492547,0.09230777354132268,0.004853591092154948,0.004234249609093509,51.0,51.0,-0.023880232031330478,0.16998524447260646,63.48364468491736,64.65639621461317,62.31089315522154,61.86,65.46,3.013386866140759e-06,-3.332394246092032e-05,0.007369067417583999,0.0012199499147894815,0.006616163486132889,0.002881116808061222,0.00023665380236854888,0.680103712583815,0.005148249761804853,0.004833354672673284,51.0,51.0,-0.028851801287216965,0.06780425705105744,0.0004714757190003027,0.00015718327569946844,0.008880431335236194,-0.0020572875454976103,0.006049992039484087,-0.003332275468105328,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,0.007750711800063259,0.003152750775051283,0.0016871853003981307,-8.77639500799221e-05
2023-11-07 13:00:00,63.305,63.435115642472056,63.75970700814771,63.110524276796404,62.94,63.7,-0.00017151657171909907,0.0014364263377503403,0.008217686477677528,0.20250433944392704,0.003802282715866034,0.3818352627561867,0.0011759652910701092,0.5158117422267212,0.005675906175418829,0.003777539297436366,25.0,25.0,0.1010204709829695,0.36115548138661446,63.25590217786099,63.50147948344693,63.01032487227505,62.81,63.7,-0.0001244252844531483,0.0004518404611101892,0.007433347430961427,0.08810592111625289,0.003458087617992731,0.0638249924034893,0.0010459922320111216,0.4472383025405062,0.0048020771656522515,0.0033712065081489824,37.0,37.0,-0.17379853752968666,0.3590053274791481,63.420547161032495,63.83756403117229,63.0035302908927,62.81,63.89,9.377277453750534e-05,-0.00036144891407235773,0.00861437522558762,0.004103372362799311,0.00588163647402439,0.02201172086339128,0.0004712702090454585,0.7487116016876937,0.005329698292692373,0.004129357567547517,44.0,44.0,-0.3119803871886883,-0.014405025586131342,63.03351961846339,63.308021812065846,62.75901742486093,61.94,63.89,0.00015161256840434556,-2.3002755970640265e-05,0.0076289582730844335,0.03381717614838815,0.005974557024893473,0.033879877309779774,0.00046810296771028503,0.6671688225523938,0.005240033298447525,0.004502684543461941,48.0,48.0,-0.05643611625982172,0.11469161247829229,62.86791334723104,63.67412158508721,62.06170510937487,61.86,63.89,-6.189064989752097e-07,3.1079679391897346e-05,0.00687375766826326,0.0007610457776607229,0.0054274157258580305,0.009041429539404011,0.00042714997993647684,0.13192130990267265,0.004824071331288264,0.004245243914608461,49.0,49.0,-0.030671517649154156,0.16924386771808456,63.479687695162106,64.61286278970323,62.34651260062098,61.86,65.46,3.243661859202212e-06,-3.340683197883078e-05,0.007359330508016506,0.00017187010987421185,0.0065841038988722,3.777510762251948e-08,0.0002361032513884522,0.6770560819406071,0.005143893584833773,0.004831851902011184,50.0,50.0,-0.010919674161482108,0.08497282665931853,-0.006754633993088288,0.0004714757190003027,0.00015718327569946844,0.008880431335236194,-0.0020572875454976103,0.006049992039484087,-0.003332275468105328,-0.001900538485904324,-0.0061388320478513725,-0.0028253021503688025,-0.002042847415012483,0.0011053504224016741,-0.0005266299196011737
